reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
4895a3d1-1208-4060-8ea7-726694d4cd28,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"bisa ga sih game nya tambah lebih susah biar seru, kalo gini mah biasa"" aja gaada tantangan nya",5,0,,2025-04-11 09:17:39,,,
8e67e89c-93b2-4419-8959-c9eb49d6ba02,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat virall,5,0,6.7.7,2025-04-11 09:16:03,,,6.7.7
bd465ef4-c88d-4eba-ab10-98eb7b3ca22f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus kali tapi mau ngebag,5,0,6.8.4,2025-04-11 09:14:57,,,6.8.4
ceaeddfe-0dc4-4d26-aacf-013a4451f4cb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bagus,5,0,6.8.4,2025-04-11 09:13:28,,,6.8.4
70fbb567-8498-4eb6-85f9-15eac16d7d6d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantaapppopppppppppp👍👍👍👍👍👍👍👍👍👍👍😜😜😜😜,5,0,6.3.7,2025-04-11 09:12:40,,,6.3.7
723d1658-dd5f-43aa-a201-4ccea6c14e91,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ini permainan yang sangat seru sangat bagus untuk di gamer permainan untuk waktu luang kalian sangat seru ini blacklist kau tidak diinstal begitu sekali ya guys ya oke mantap permainan ini sangat seru jangan lupa dikasih bintang 5 untuk bahagianya oke mantap Ponjong panjang imut berurat mantap,5,0,6.8.4,2025-04-11 09:11:43,,,6.8.4
45d91e15-39d8-4fd7-8ec5-090dd4f4f9fc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game kontol,5,0,,2025-04-11 09:09:25,,,
35776cda-08b5-4689-9937-01bf8a936e42,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game seru,5,0,,2025-04-11 09:08:43,,,
10ca4c82-83cd-47f5-b944-b5de1eba3d14,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seru,5,0,,2025-04-11 09:08:18,,,
5f505bf5-41c0-4e04-8388-9b2a9d7c7d18,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game fomo,3,0,,2025-04-11 09:08:13,,,
21046039-c097-48dc-af78-f8610dfcf936,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,baguss bangett akuukkkk sukakk!!!🎀,5,0,,2025-04-11 09:05:13,,,
0d1905d9-6198-45ab-88e8-bbb6d099650c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game blok blast tu seru di maenin,4,0,6.8.4,2025-04-11 09:04:59,,,6.8.4
aa566f93-60bd-47c8-935c-d74107c9ae4f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus bgt apa lagi pas gabut,5,0,6.8.4,2025-04-11 09:02:39,,,6.8.4
f62a0efb-bb0d-4cce-b518-0e0161725a0d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,is so gooddd,5,0,6.8.4,2025-04-11 09:02:24,,,6.8.4
01861810-304e-4417-b102-51a32e2a5f54,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,permainan nya sangat seru bikin ketagihan,5,0,6.8.4,2025-04-11 09:01:42,,,6.8.4
34f819d9-5776-44cd-a56f-7c70533d69f6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game nya bagus bikin gue terhibur ini game nya sangat bagus,5,0,6.8.4,2025-04-11 09:01:06,,,6.8.4
0371d9c6-5db6-4b63-9216-0f3237503555,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mereflekkan pikiran,5,0,6.7.7,2025-04-11 09:00:18,,,6.7.7
7ca962d5-dd3e-41dc-9aa7-1b2bfb274c7c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seru tapi kandang ngebosenin tapi oke lah,5,0,6.8.2,2025-04-11 08:58:28,,,6.8.2
0f96cfc3-4bd8-4e7e-887e-0d71908a7383,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seru,5,0,,2025-04-11 08:58:15,,,
ca00600f-d35b-41e6-b018-6a41663c10af,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,keren,4,0,6.8.4,2025-04-11 08:57:21,,,6.8.4
01f3279f-4fa6-466d-b9a2-0229260122f2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,unpelibebe,5,0,,2025-04-11 08:57:19,,,
2aa7f5b8-d25b-4f06-9326-b1d5da120a94,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game ini promosi judol.,1,0,,2025-04-11 08:57:12,,,
23c3b4ec-84d8-41d9-bf9b-f81d729b3167,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,minimal game ga mandang HP,1,0,,2025-04-11 08:56:15,,,
c32b6dbb-c06f-436c-a4d3-805a7f782967,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,karena seru jirr,3,0,6.8.4,2025-04-11 08:52:14,,,6.8.4
48d7c57e-0df7-4461-8135-1253d315ed59,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,so asik mau coba bug malah di kasih yang kecil bab1,1,0,,2025-04-11 08:50:32,,,
c4a93b5a-03df-49cd-967c-865244fb6e1e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,unbelivable✋🏾😹🤚🏾,5,0,,2025-04-11 08:49:38,,,
cdea60bf-c14b-4b61-a088-c70485e90e1b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,permainan nyaa sangat menyenangkan Dann seruu lagiii,5,0,6.8.4,2025-04-11 08:49:11,,,6.8.4
382084a7-ad5d-40c9-876d-72f2df2ae6a8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seru banget,5,0,6.8.4,2025-04-11 08:48:08,,,6.8.4
296b0a22-029d-4b7f-89d6-050e02df1ccb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gemrusak developer lebih rusak,1,0,6.7.7,2025-04-11 08:47:41,,,6.7.7
da46af95-ecbd-4cab-8fab-17aa366ef242,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,fiturnya tolong diupdate biar bagus soalnya bentuk jadul aja jadi bagusin dikit gak papa juga,5,0,6.8.4,2025-04-11 08:45:13,,,6.8.4
69e82ee0-f3f6-43a0-a17d-405edc7265ed,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,👍,5,0,6.8.2,2025-04-11 08:45:03,,,6.8.2
4214bc99-ff1b-4d5a-8534-38bf498fce0c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,omg! bagusss bgt sih tapi yg bikin takut Thu setiap kita GK maen game atau melakukan apa apa Thu kek selalu kebayang kalo kita lagi maen block blast gitu loh selalu ad bayangan puzzle gitu lohhhhh🥰😅,5,0,6.8.4,2025-04-11 08:42:36,,,6.8.4
c6be31f5-9359-417e-b317-9c65df3116f4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"gak seru, sangat tidak memuaskan",5,0,,2025-04-11 08:42:26,,,
cfb50064-a94e-4d0f-9697-e5af2e74bd5f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"game ini cocok dimainkan saat gabut, dan game ini tidak membosankan",5,0,6.8.3,2025-04-11 08:40:03,,,6.8.3
0a2f5a81-af96-484d-b93f-e080fbc158ef,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"bnyk bug, block yg keluar pada clasic terkadang tak ada yg pas untuk di masukkan ke dalam.",3,0,6.8.2,2025-04-11 08:39:07,,,6.8.2
dec96bc0-77d8-44cd-82fb-891579809508,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,main ff yok,5,0,,2025-04-11 08:39:03,,,
37ed2d1c-3c50-45b1-b613-c343b28d17e5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,6.8.4,2025-04-11 08:38:04,,,6.8.4
eaebab3a-8bb4-44a2-b035-0767f9b2c7ab,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game bagus,5,0,6.8.4,2025-04-11 08:37:56,,,6.8.4
22c2ad81-0dff-40ca-bbe8-57030a9682ee,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kalau semen untuk corb kalau game ini sangat gacorrrrrr,5,0,,2025-04-11 08:34:18,,,
6e42cfd8-cf5e-45ba-bd00-e362bdb48ed8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,karna menyenangkan,5,0,6.8.4,2025-04-11 08:34:04,,,6.8.4
f7ae8033-37c6-4d84-a64e-f651c4ab08a5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,6.8.4,2025-04-11 08:30:01,,,6.8.4
713d8235-586b-4e4c-88ed-9fd1c956add1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kenapa saya kasih bintang 5 karena gem Nya bagus kalou kalah sekor kita gak nurun dan gem nya oflain terlebih lagi gak bikin stresssss jadi tolonglah tambahin mode Mabar atau baiwan sama temen serukali biar ada teman yang mau baiwan sekor dan coba baiwan nya kasih waktu agar siapa yang sekor Nya lebih banyak semoga ditambahin fitur itu terimakasih assalammualaikum warahmatullahi wabarokatu,5,0,,2025-04-11 08:29:51,,,
b18d340d-af31-4026-931b-66fe9c456f6f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5,0,6.8.3,2025-04-11 08:29:08,,,6.8.3
72050128-5ad9-4dc9-8da6-849d609a9024,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game ini seru banget sampe bikin ketagihan,5,0,,2025-04-11 08:28:25,,,
10f25269-3867-482c-aff3-b60a012ab961,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bagus,5,0,6.8.4,2025-04-11 08:28:19,,,6.8.4
59ec17b5-db1a-4b59-aa4e-4e9de5739119,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game nya seru dan bikin ketagihan untuk mainin terus menerus!!,5,0,,2025-04-11 08:27:20,,,
a0d68361-a3f7-43ca-aa34-68daa082082d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,,2025-04-11 08:26:52,,,
3c1c54a0-c153-40e9-9e61-8a9ac2c25008,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seru bngtt,5,0,6.8.4,2025-04-11 08:26:04,,,6.8.4
041b2cfd-d103-4a46-851a-16d6564e0f91,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus cuy,5,0,,2025-04-11 08:23:35,,,
c8f3c323-1e99-4d87-b60e-1a874ae83425,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game ini sangat seru sekali untuk di mainkan,5,0,6.8.4,2025-04-11 08:23:23,,,6.8.4
e282120d-8e3a-48c2-ab95-23914be050e3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,permainanya an. ya seru jadi ketagihan wajib cobain semua orang,5,0,6.8.4,2025-04-11 08:21:59,,,6.8.4
dd1121ab-0ef8-4695-811e-5b1993e241cb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kakak permainan ne apik bgt,5,0,,2025-04-11 08:21:30,,,
f4a087ba-a8f7-4427-bce3-d131fa525fc1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kok block blast aku beda dari tmn tmn ku ya?,3,0,6.8.4,2025-04-11 08:21:20,,,6.8.4
7de72e51-0045-4a3b-af39-9170e64c0890,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"block blast adalah game yang bisa merubah pola pikir saya dalam membuat pilihan dan memberi makna bahwa sedikit kesalahan dalam memilih sekarang akan merubah pola hidup dimasa depan, aku cinta blok blas🔛🔝🥀🔥💯🗣️",5,0,6.8.2,2025-04-11 08:20:29,,,6.8.2
81932fd1-ce89-4131-8cb8-7a8e825d8f4d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seru sekali permainan nya,5,0,,2025-04-11 08:17:52,,,
2b370611-627d-40a9-87ee-fcaa635e4a15,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Gambar template setetik,5,0,6.8.4,2025-04-11 08:17:24,,,6.8.4
71887d64-a07b-4ab9-ab25-de70b66a05b3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nice,5,0,6.8.4,2025-04-11 08:17:05,,,6.8.4
065bf67e-3de6-41c5-ac26-a21797a908b5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,permainannya sangat bagus saya suka aku keenaan maen ini sampai sampai baterai hp ku lobet seseru itu Loh main block blast ini aku kasik reting 10\10 bagus banget jugaan ini ga pake wifi/data jug❤️,5,0,6.8.4,2025-04-11 08:16:51,,,6.8.4
dfd63506-ec09-4364-8fc1-2a98cac5c999,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,geme nya seru,5,0,,2025-04-11 08:16:42,,,
a5e54ec4-43d2-4cea-8bd3-d5d37703bebf,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap👍🏻,5,0,6.8.4,2025-04-11 08:16:23,,,6.8.4
582919e6-d8aa-4518-b38f-420c06396c8e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aku hapus data biasa aja eh tiba tiba ko berubah ga ada sip nya sama ga ada petunjuk nya.,2,0,6.7.9,2025-04-11 08:12:39,,,6.7.9
